question_id,db_id,sql,difficulty,runtime_s,n_tokens,query_length,n_joins,n_tables_approx,n_where_predicates,has_group_by,has_order_by,has_having,has_distinct,has_limit,has_union,n_subqueries,has_subquery,max_nesting_depth,n_count,n_sum,n_avg,n_max,n_min,n_aggregations,has_between,has_in_clause,has_like,has_exists,has_correlated_subquery,label,label_binary
1506,debit_card_specializing,"SELECT DISTINCT
  T3.Description
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN products AS T3
  ON T1.ProductID = T3.ProductID
WHERE
  T2.Country = 'CZE'",moderate,0.0016843999983393587,29,213,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1507,debit_card_specializing,"SELECT DISTINCT
  T1.Time
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T2.ChainID = 11",simple,0.0010364999980083667,20,144,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1514,debit_card_specializing,"SELECT DISTINCT
  T3.Currency
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
INNER JOIN customers AS T3
  ON T1.CustomerID = T3.CustomerID
WHERE
  T1.Date = '2012-08-24' AND T1.Time = '16:25:00'",simple,0.0007470999989891425,33,242,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1515,debit_card_specializing,"SELECT
  T2.Segment
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.date = '2012-08-23' AND T1.time = '21:20:00'",simple,0.0006176999959279783,23,164,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1521,debit_card_specializing,"SELECT
  COUNT(T1.TransactionID)
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-26'
  AND T1.Time BETWEEN '08:00:00' AND '09:00:00'
  AND T2.Country = 'CZE'",moderate,0.0007278999983100221,29,231,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,fast,0
1524,debit_card_specializing,"SELECT
  T2.Country
FROM transactions_1k AS T1
INNER JOIN gasstations AS T2
  ON T1.GasStationID = T2.GasStationID
WHERE
  T1.Date = '2012-08-24' AND  T1.Price = 548.4",simple,0.0007387000005110167,23,167,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1525,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T1.CustomerID)
FROM transactions_1k AS T1
INNER JOIN customers AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Date = '2012-08-25'",simple,0.002256700005091261,34,226,1,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,fast,0
1528,debit_card_specializing,"SELECT
  CAST(SUM(CASE WHEN Country = 'SVK' AND Segment = 'Premium' THEN 1 ELSE 0 END) AS DOUBLE) * 100 / SUM(CASE WHEN Country = 'SVK' THEN 1 ELSE 0 END)
FROM gasstations",simple,0.0021378000019467436,32,171,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,fast,0
1533,debit_card_specializing,"SELECT
  T2.Consumption
FROM transactions_1k AS T1
INNER JOIN yearmonth AS T2
  ON T1.CustomerID = T2.CustomerID
WHERE
  T1.Price / T1.Amount > 29.00
  AND T1.ProductID = 5
  AND T2.Date = '201208'",moderate,0.0019831999961752445,29,197,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1312,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Angela' AND T1.last_name = 'Sanders'",simple,0.0002530999990995042,23,161,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1317,student_club,"SELECT
  COUNT(T1.event_id)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T2.link_to_member = T3.member_id
WHERE
  T1.event_name = 'Women''s Soccer' AND T3.t_shirt_size = 'Medium'",moderate,0.000825700000859797,33,243,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,fast,0
1322,student_club,SELECT COUNT(DISTINCT T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.type = 'Meeting' GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 10,moderate,0.000517000000400003,27,196,1,2,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,fast,0
1323,student_club,SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 20 AND NOT EXISTS (SELECT 1 FROM event AS E WHERE E.event_id = T1.event_id AND E.type = 'Fundraiser'),moderate,0.0004926999972667545,39,255,1,2,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,fast,0
1331,student_club,"SELECT
  T2.amount
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Vice President'",simple,0.00025090000417549163,20,137,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1334,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN zip_code AS T2
  ON T1.zip = T2.zip_code
WHERE
  T2.state = 'Illinois'",simple,0.0008264999996754341,20,138,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1338,student_club,"SELECT
  T3.approved
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'October Meeting' AND T1.event_date LIKE '2019-10-08%'",moderate,0.00038299999869195744,33,239,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fast,0
1339,student_club,"SELECT
  AVG(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.last_name = 'Allen'
  AND T1.first_name = 'Elijah'
  AND (
    SUBSTR(T2.expense_date, 6, 2) = '09'
    OR SUBSTR(T2.expense_date, 6, 2) = '10'
  )",challenging,0.0003355000008014031,37,261,1,2,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,fast,0
1340,student_club,"SELECT
  SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2019' THEN T2.spent ELSE 0 END) - SUM(CASE WHEN SUBSTR(T1.event_date, 1, 4) = '2020' THEN T2.spent ELSE 0 END) AS num
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event",moderate,0.00034359999699518085,41,248,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,fast,0
1344,student_club,"SELECT
  notes
FROM income
WHERE
  source = 'Fundraising' AND date_received = '2019-09-14'",simple,0.00024310000299010426,12,90,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1346,student_club,"SELECT
  phone
FROM member
WHERE
  first_name = 'Carlo' AND last_name = 'Jacobs'",simple,0.0002689000029931776,12,80,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1350,student_club,"SELECT
  T1.event_status
FROM budget AS T1
INNER JOIN expense AS T2
  ON T1.budget_id = T2.link_to_budget
WHERE
  T2.expense_description = 'Post Cards, Posters'
  AND T2.expense_date = '2019-08-20'",moderate,0.00023820000205887482,25,197,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1351,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.first_name = 'Brent' AND T1.last_name = 'Thomason'",simple,0.0002640000020619482,23,161,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1352,student_club,"SELECT
  COUNT(T1.member_id)
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.major_name = 'Business' AND T1.t_shirt_size = 'Medium'",moderate,0.0004791000028490089,23,171,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,fast,0
1356,student_club,"SELECT
  T2.department
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.position = 'President'",simple,0.00024670000129844993,19,133,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1357,student_club,"SELECT
  T2.date_received
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Connor'
  AND T1.last_name = 'Hilton'
  AND T2.source = 'Dues'",simple,0.00040699999954085797,27,193,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1359,student_club,"SELECT
  CAST(SUM(CASE WHEN T2.event_name = 'Yearly Kickoff' THEN T1.amount ELSE 0 END) AS DOUBLE) / SUM(CASE WHEN T2.event_name = 'October Meeting' THEN T1.amount ELSE 0 END)
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement' AND T2.type = 'Meeting'",challenging,0.0004191000043647364,47,314,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,fast,0
1361,student_club,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_description = 'Pizza'",simple,0.00022249999892665073,8,69,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fast,0
1368,student_club,"SELECT
  T2.major_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T1.phone = '809-555-3360'",simple,0.00025440000172238797,19,133,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1371,student_club,"SELECT
  COUNT(T2.link_to_member)
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.event_name = 'Women''s Soccer'",simple,0.0003008999992744066,20,156,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,fast,0
1375,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN major AS T2
  ON T1.link_to_major = T2.major_id
WHERE
  T2.department = 'School of Applied Sciences, Technology and Education'",moderate,0.0003597000031732023,26,194,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1376,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T2.status = 'Closed'
ORDER BY
  T1.spent / T1.amount DESC
LIMIT 1",moderate,0.00041399999463465065,27,173,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1378,student_club,"SELECT
  MAX(spent)
FROM budget",simple,0.00023689999943599105,4,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,fast,0
1380,student_club,SELECT SUM(spent) FROM budget WHERE category = 'Food',simple,0.000261799999861978,8,53,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fast,0
1381,student_club,"SELECT
  T1.first_name,
  T1.last_name
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
GROUP BY
  T2.link_to_member
HAVING
  COUNT(T2.link_to_event) > 7",moderate,0.0007594000053359196,23,188,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,fast,0
1387,student_club,"SELECT
  T4.first_name,
  T4.last_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
INNER JOIN member AS T4
  ON T3.link_to_member = T4.member_id
WHERE
  T1.event_name = 'Yearly Kickoff'",moderate,0.0004680999991251156,39,281,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1389,student_club,"SELECT
  T1.event_name
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
ORDER BY
  T3.cost
LIMIT 1",simple,0.00038070000300649554,29,189,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1390,student_club,"SELECT
  CAST(SUM(CASE WHEN T1.event_name = 'Yearly Kickoff' THEN T3.cost ELSE 0 END) AS DOUBLE) * 100 / SUM(T3.cost)
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget",moderate,0.00043759999971371144,40,257,2,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,fast,0
1392,student_club,"SELECT
  source
FROM income
WHERE
  date_received BETWEEN '2019-09-01' AND '2019-09-30'
ORDER BY
  source DESC
LIMIT 1",simple,0.00026590000197757035,16,118,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fast,0
1394,student_club,"SELECT
  COUNT(T2.member_id)
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T1.major_name = 'Physics Teaching'",simple,0.0003397999971639365,20,148,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,fast,0
1398,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T1.link_to_event = T2.event_id
WHERE
  T1.category = 'Advertisement'
ORDER BY
  T1.spent DESC
LIMIT 1",moderate,0.00042050000047311187,25,170,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1399,student_club,"SELECT
  CASE WHEN T3.event_name = 'Women''s Soccer' THEN 'YES' END AS result
FROM member AS T1
INNER JOIN attendance AS T2
  ON T1.member_id = T2.link_to_member
INNER JOIN event AS T3
  ON T2.link_to_event = T3.event_id
WHERE
  T1.first_name = 'Maya' AND T1.last_name = 'Mclean'",moderate,0.0005935999943176284,42,279,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1401,student_club,"SELECT
  T3.cost
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN expense AS T3
  ON T2.budget_id = T3.link_to_budget
WHERE
  T1.event_name = 'September Speaker'
  AND T3.expense_description = 'Posters'",moderate,0.0003172999931848608,33,241,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1403,student_club,"SELECT
  T2.event_name
FROM budget AS T1
INNER JOIN event AS T2
  ON T2.event_id = T1.link_to_event
WHERE
  T1.event_status = 'Closed' AND T1.remaining < 0
ORDER BY
  T1.remaining
LIMIT 1",moderate,0.0004991000023437664,28,187,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1404,student_club,"SELECT T1.type, SUM(T3.cost) AS total_cost FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'October Meeting' GROUP BY T1.type",moderate,0.0003780000042752363,35,235,2,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fast,0
1405,student_club,"SELECT T2.category, SUM(T2.amount) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'April Speaker' GROUP BY T2.category ORDER BY SUM(T2.amount) ASC",moderate,0.00035909999860450625,28,196,1,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,fast,0
1409,student_club,"SELECT
  SUM(cost)
FROM expense
WHERE
  expense_date = '2019-08-20'",simple,0.0002476999943610281,8,67,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fast,0
1410,student_club,"SELECT
  T1.first_name,
  T1.last_name,
  SUM(T2.cost)
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.member_id = 'rec4BLdZHS2Blfp4v'",simple,0.0002877000006265007,21,178,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,fast,0
1411,student_club,"SELECT
  T2.expense_description
FROM member AS T1
INNER JOIN expense AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.first_name = 'Sacha' AND T1.last_name = 'Harrison'",simple,0.00033409999741706997,23,174,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1422,student_club,"SELECT DISTINCT
  T2.category
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215'",simple,0.00035769999522017315,21,137,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1426,student_club,"SELECT
  T2.last_name,
  T1.department,
  T1.college
FROM major AS T1
INNER JOIN member AS T2
  ON T1.major_id = T2.link_to_major
WHERE
  T2.position = 'Member' AND T1.major_name = 'Environmental Engineering'",moderate,0.0003769000031752512,26,208,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1427,student_club,"SELECT DISTINCT
  T2.category,
  T1.type
FROM event AS T1
INNER JOIN budget AS T2
  ON T1.event_id = T2.link_to_event
WHERE
  T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'",moderate,0.00038930000300752,31,195,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1432,student_club,"SELECT
  CAST(SUM(CASE WHEN T2.amount = 50 THEN 1.0 ELSE 0 END) AS DOUBLE) * 100 / COUNT(T2.income_id)
FROM member AS T1
INNER JOIN income AS T2
  ON T1.member_id = T2.link_to_member
WHERE
  T1.position = 'Member' AND T1.t_shirt_size = 'Medium'",moderate,0.00032780000037746504,38,244,1,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,fast,0
1435,student_club,"SELECT DISTINCT
  event_name
FROM event
WHERE
  type = 'Game'
  AND DATE(SUBSTR(event_date, 1, 10)) BETWEEN '2019-03-15' AND '2020-03-20'
  AND status = 'Closed'",moderate,0.0003001000004587695,21,161,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,fast,0
1457,student_club,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T3.phone
FROM expense AS T1
INNER JOIN budget AS T2
  ON T1.link_to_budget = T2.budget_id
INNER JOIN member AS T3
  ON T3.member_id = T1.link_to_member
WHERE
  T1.cost > (
    SELECT
      AVG(T1.cost)
    FROM expense AS T1
    INNER JOIN budget AS T2
      ON T1.link_to_budget = T2.budget_id
    INNER JOIN member AS T3
      ON T3.member_id = T1.link_to_member
  )",challenging,0.0006412000002455898,56,419,4,5,1,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,fast,0
1460,student_club,"SELECT
  T2.first_name,
  T2.last_name,
  T1.cost
FROM expense AS T1
INNER JOIN member AS T2
  ON T1.link_to_member = T2.member_id
WHERE
  T1.expense_description = 'Water, Veggie tray, supplies'",challenging,0.00025019999884534627,24,194,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
1464,student_club,"SELECT DISTINCT
  T3.first_name,
  T3.last_name,
  T4.amount
FROM event AS T1
INNER JOIN attendance AS T2
  ON T1.event_id = T2.link_to_event
INNER JOIN member AS T3
  ON T3.member_id = T2.link_to_member
INNER JOIN income AS T4
  ON T4.link_to_member = T3.member_id
WHERE
  T4.date_received = '2019-09-09'",challenging,0.0007968999998411164,40,305,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fast,0
